Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor_Anuncio,Valor_m2,apenas_rua,rua,cep,latitude,longitude,Point,setor_censo,Cod_setor,Cod_Grandes Regiï¿½es,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
Rua Professor Adalgiso Pereira,Vila Dom Pedro I,São Paulo,210,4,4,2,730000.0,3476.190476190476,rua professor adalgiso pereira,rua professor adalgiso pereira,4276060.0,-23.5987249,-46.6152582,POINT (-46.6152582 -23.5987249),355030834000062.0,355030834000062.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030834.0,IPIRANGA,35503083400.0,IPIRANGA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,239.0,726.0,3.04,2.32,2192.79,5176507.16,2288.55,5183445.13,1409.68,3626318.98,1871.96,3950799.07
,Jardim Guedala,São Paulo,650,5,4,6,3200000.0,4923.076923076923,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Bela,São Paulo,350,3,3,5,630000.0,1800.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Abegoaria,Pinheiros,São Paulo,350,3,6,2,2250000.0,6428.571428571428,rua abegoaria,rua abegoaria,5436170.0,-23.5506676,-46.6861296,POINT (-46.6861296 -23.5506676),355030862000053.0,355030862000053.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,195.0,557.0,2.86,2.19,2610.39,24194814.88,4942.0,34381802.39,1583.57,14251814.09,4083.53,26604915.19
,Vila Santa Maria,São Paulo,37,1,1,1,259692.0,7018.702702702703,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Guedala,São Paulo,933,4,8,8,8100000.0,8681.672025723472,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Romana,São Paulo,120,2,4,1,1250010.0,10416.75,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Homero Sales,Parque São Domingos,São Paulo,166,3,4,2,985000.0,5933.734939759036,rua homero sales,rua homero sales,5126000.0,-23.5029888,-46.7401205,POINT (-46.7401205 -23.5029888),355030895000024.0,355030895000024.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030895.0,Sï¿½O DOMINGOS,35503089500.0,Sï¿½O DOMINGOS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,264.0,870.0,3.3,2.42,2543.99,6490983.17,2573.23,6490345.05,1473.22,4015162.54,2056.21,4406005.59
Rua Flórida,Cidade Monções,São Paulo,134,2,3,2,1544000.0,11522.388059701492,rua flórida,rua flórida,6363320.0,-23.5669761,-46.8408239,POINT (-46.8408239 -23.5669761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Cuxiponês,Jardim Vera Cruz,São Paulo,326,3,4,4,2050000.0,6288.3435582822085,rua cuxiponês,rua cuxiponês,5030020.0,-23.5421026,-46.6910593,POINT (-46.6910593 -23.5421026),355030860000175.0,355030860000175.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,170.0,450.0,2.65,1.4,3446.71,14250290.86,4013.29,14319422.22,1970.28,8807211.63,3182.19,10373868.68
,Chácara Santo Antônio (Zona Sul),São Paulo,150,3,2,2,1100000.0,7333.333333333333,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City América,São Paulo,720,4,4,6,2350000.0,3263.8888888888887,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Casa Forte,Santana,São Paulo,155,3,5,4,1290000.0,8322.58064516129,rua casa forte,rua casa forte,2336040.0,-23.4814324,-46.6174973,POINT (-46.6174973 -23.4814324),355030870000168.0,355030870000168.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030870.0,SANTANA,35503087000.0,SANTANA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,158.0,440.0,2.78,2.09,3726.5,24071005.23,3925.25,24578042.74,2160.19,12405061.72,2846.61,14399107.86
Alameda Franca,Jardim Paulista,São Paulo,200,8,3,1,2600000.0,13000.0,alameda franca,alameda franca,14784025.0,-20.4917274,-47.4043617,POINT (-47.4043617 -20.4917274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua José de Freitas Guimarães,Pacaembu,São Paulo,400,2,6,5,2500000.0,6250.0,rua josé de freitas guimarães,rua josé de freitas guimarães,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052.0,355030860000052.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,208.0,520.0,2.5,1.66,5995.64,95040803.28,6598.38,100647749.63,3830.58,51067131.07,4952.98,60496459.47
"Rua Fortunato Minozzi, 225 ",Imirim,São Paulo,114,3,1,2,450000.0,3947.368421052632,rua fortunato minozzi,rua fortunato minozzi,2540110.0,-23.4880368,-46.6537613,POINT (-46.6537613 -23.4880368),355030821000081.0,355030821000081.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030821.0,CASA VERDE,35503082100.0,CASA VERDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,246.0,840.0,3.41,2.68,1029.41,1425068.02,1391.41,1422498.73,671.63,887153.34,1141.31,971693.21
Rua Bernardino de Campos,Campo Belo,São Paulo,320,3,5,2,1729000.0,5403.125,rua bernardino de campos,rua bernardino de campos,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Antônio Gomide,Planalto Paulista,São Paulo,133,3,5,2,1200000.0,9022.556390977445,rua antônio gomide,rua antônio gomide,18203400.0,-23.5954584,-48.0304139,POINT (-48.0304139 -23.5954584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Oliveira Melo,Vila São José (Ipiranga),São Paulo,125,2,2,2,580000.0,4640.0,rua oliveira melo,rua oliveira melo,4271000.0,-23.5888286,-46.6159885,POINT (-46.6159885 -23.5888286),355030834000065.0,355030834000065.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030834.0,IPIRANGA,35503083400.0,IPIRANGA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,274.0,795.0,2.9,2.13,1694.52,3405699.71,1934.58,3423839.63,1221.36,3352611.08,1737.91,3873837.32
Rua Bernardino de Campos,Campo Belo,São Paulo,320,3,5,2,1740000.0,5437.5,rua bernardino de campos,rua bernardino de campos,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Leonor,São Paulo,870,4,6,4,6900000.0,7931.0344827586205,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Amália,São Paulo,250,4,4,4,600000.0,2400.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Almeida Ferraz,Parque Jabaquara,São Paulo,139,4,3,4,800000.0,5755.395683453237,rua almeida ferraz,rua almeida ferraz,4357100.0,-23.637245,-46.6535671,POINT (-46.6535671 -23.637245),355030815000078.0,355030815000078.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030815.0,CAMPO BELO,35503081500.0,CAMPO BELO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,264.0,789.0,2.99,1.8,3401.52,9606009.86,3620.97,9430413.63,1940.38,6639559.92,2954.13,7114619.35
Rua Honduras,Jardim Paulista,São Paulo,1005,5,6,7,8000000.0,7960.199004975125,rua honduras,rua honduras,13465772.0,-22.7494346,-47.3422985,POINT (-47.3422985 -22.7494346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Comendador Elias Zarzur,Santo Amaro,São Paulo,505,4,10,50,3700000.0,7326.732673267326,rua comendador elias zarzur,rua comendador elias zarzur,4736000.0,-23.6489627,-46.7001939,POINT (-46.7001939 -23.6489627),355030871000029.0,355030871000029.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030871.0,SANTO AMARO,35503087100.0,SANTO AMARO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,172.0,437.0,2.54,2.13,6798.74,937354523.13,7401.16,1016453273.36,4227.77,445652031.67,5773.1,600157005.03
Rua Winifred,Vila Carrão,São Paulo,152,3,3,2,1300000.0,8552.631578947368,rua winifred,rua winifred,3424010.0,-23.5506123,-46.5395816,POINT (-46.5395816 -23.5506123),355030820000001.0,355030820000001.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030820.0,CARRï¿½O,35503082000.0,CARRï¿½O,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,162.0,486.0,3.0,2.06,2281.17,5396631.54,2384.19,5394716.72,1289.17,3105250.84,1815.29,3418434.64
Rua Januário Miraglia,Vila Nova Conceição,São Paulo,245,1,3,3,6000000.0,24489.79591836735,rua januário miraglia,rua januário miraglia,4507020.0,-23.5862049,-46.6701723,POINT (-46.6701723 -23.5862049),355030832000066.0,355030832000066.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030832.0,MOEMA,35503083200.0,MOEMA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,239.0,630.0,2.64,1.85,9161.48,1537535657.16,9863.03,1648856866.45,5915.49,674180726.14,7121.19,803281401.42
Rua Doutor Jacques Tupinambá,Vila Baby,São Paulo,108,3,2,2,390000.0,3611.1111111111113,rua doutor jacques tupinambá,rua doutor jacques tupinambá,4460000.0,-23.6917247,-46.6744039,POINT (-46.6744039 -23.6917247),355030816000085.0,355030816000085.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030816.0,CAMPO GRANDE,35503081600.0,CAMPO GRANDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,270.0,904.0,3.35,1.7,3497.95,79367892.77,4454.94,96901136.58,1614.09,29562846.71,3379.5,55999861.28
Rua Dona Elisa Moraes Mendes,Vila Madalena,São Paulo,540,4,4,6,2950000.0,5462.962962962963,rua dona elisa moraes mendes,rua dona elisa moraes mendes,5449000.0,-21.1073555,-49.0549255,POINT (-49.0549255 -21.1073555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pinheiros,São Paulo,205,3,5,3,2500000.0,12195.121951219511,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Santo Amaro,São Paulo,445,4,4,6,1980000.0,4449.438202247191,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pacaembu,São Paulo,364,4,5,4,3400000.0,9340.65934065934,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Argentina,Jardim América,São Paulo,1105,5,6,8,30000000.0,27149.321266968327,rua argentina,rua argentina,13465690.0,-22.7457779,-47.3421611,POINT (-47.3421611 -22.7457779),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua São Fortunato,Interlagos,São Paulo,325,3,3,2,1290000.0,3969.230769230769,rua são fortunato,rua são fortunato,4783050.0,-23.6965795,-46.7055935,POINT (-46.7055935 -23.6965795),355030879000044.0,355030879000044.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030879.0,SOCORRO,35503087900.0,SOCORRO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,312.0,1007.0,3.23,1.84,3890.91,25763254.55,5468.31,27590348.38,2040.13,13522681.99,3953.01,18650599.22
,Jardim Colombo,São Paulo,174,3,4,4,970000.0,5574.712643678161,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Lacerda Franco,Cambuci,São Paulo,85,3,1,1,650000.0,7647.058823529412,avenida lacerda franco,avenida lacerda franco,1536000.0,-23.5761577,-46.6250783,POINT (-46.6250783 -23.5761577),355030849000075.0,355030849000075.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030849.0,LIBERDADE,35503084900.0,LIBERDADE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,338.0,999.0,2.96,1.86,5260.45,35616385.97,5437.4,35853028.15,2986.99,19964361.89,3940.1,22583122.59
,Parque da Vila Prudente,São Paulo,122,3,3,2,809000.0,6631.147540983607,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Grécia,Jardim Europa,São Paulo,261,3,2,2,5750000.0,22030.65134099617,rua grécia,rua grécia,13471721.0,-22.728491,-47.3436515,POINT (-47.3436515 -22.728491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Aimberê,Perdizes,São Paulo,120,3,3,2,958000.0,7983.333333333333,rua aimberê,rua aimberê,9291210.0,-23.6447547,-46.5212858,POINT (-46.5212858 -23.6447547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Primavera,Jardim Paulista,São Paulo,300,3,3,2,3650000.0,12166.666666666666,rua primavera,rua primavera,13901320.0,-22.6955869,-46.767514,POINT (-46.767514 -22.6955869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Itapaiuna,Jardim Morumbi,São Paulo,490,4,3,5,4500000.0,9183.673469387755,rua itapaiuna,rua itapaiuna,5707000.0,-23.6422381,-46.728037,POINT (-46.728037 -23.6422381),355030883000046.0,355030883000046.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030883.0,VILA ANDRADE,35503088300.0,VILA ANDRADE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,555.0,1985.0,3.58,2.07,1009.75,747167.3,1096.7,716089.18,544.07,551774.57,1013.02,552312.41
"Rua Vasco Crevatin, 50 ",Vila Nova Conceição,São Paulo,300,3,4,3,7000000.0,23333.33333333333,rua vasco crevatin,rua vasco crevatin,4512020.0,-23.5951999,-46.6660568,POINT (-46.6660568 -23.5951999),355030832000010.0,355030832000010.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030832.0,MOEMA,35503083200.0,MOEMA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,178.0,526.0,2.96,1.98,11023.99,153919954.09,11965.06,155811006.78,6786.11,94887718.4,8365.48,103782069.07
Rua Passo da Pátria,Bela Aliança,São Paulo,266,4,5,5,2600000.0,9774.436090225565,rua passo da pátria,rua passo da pátria,5085000.0,-23.5277214,-46.7263047,POINT (-46.7263047 -23.5277214),355030888000003.0,355030888000003.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030888.0,VILA LEOPOLDINA,35503088800.0,VILA LEOPOLDINA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,226.0,612.0,2.71,1.44,2657.34,7593212.49,3194.46,7411226.34,1917.33,7833358.47,2803.73,8972441.46
Rua Leandro de Carvalho,Vila Monumento,São Paulo,272,2,4,6,1350000.0,4963.235294117647,rua leandro de carvalho,rua leandro de carvalho,1551010.0,-23.5713484,-46.6131312,POINT (-46.6131312 -23.5713484),355030814000014.0,355030814000014.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030814.0,CAMBUCI,35503081400.0,CAMBUCI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,368.0,1104.0,3.0,1.75,2856.65,10779700.41,3295.44,10990151.83,1999.19,7570183.05,2735.44,8345195.21
Rua Tibiriçá,Brooklin Paulista,São Paulo,300,4,5,3,1400000.0,4666.666666666667,rua tibiriçá,rua tibiriçá,13466044.0,-22.7514729,-47.3223814,POINT (-47.3223814 -22.7514729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Escócia,Pinheiros,São Paulo,330,3,5,5,5200000.0,15757.575757575758,rua escócia,rua escócia,13905113.0,-22.7108377,-46.7846152,POINT (-46.7846152 -22.7108377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Adonis,São João Clímaco,São Paulo,120,2,1,2,470000.0,3916.6666666666665,rua adonis,rua adonis,12215480.0,-23.1876173,-45.8665793,POINT (-45.8665793 -23.1876173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Doutor Elias Chaves, 175 ",Campos Elíseos,São Paulo,530,3,4,6,1300000.0,2452.830188679245,rua doutor elias chaves,rua doutor elias chaves,1205010.0,-23.5297305,-46.6493416,POINT (-46.6493416 -23.5297305),355030869000014.0,355030869000014.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030869.0,SANTA CECï¿½LIA,35503086900.0,SANTA CECï¿½LIA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,255.0,686.0,2.69,2.1,1690.76,2666234.65,1766.99,2651689.04,1181.1,1888042.97,1504.35,1918558.55
"Rua Emboabas, 143 ",Brooklin Paulista,São Paulo,235,4,1,3,800000.0,3404.255319148936,rua emboabas,rua emboabas,12950190.0,-23.1450905,-46.5821966,POINT (-46.5821966 -23.1450905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chácara Monte Alegre,São Paulo,750,3,5,6,4800000.0,6400.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Paulistano,São Paulo,375,3,3,4,3600000.0,9600.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interlagos,São Paulo,177,2,3,5,950000.0,5367.23163841808,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Perdizes,São Paulo,440,3,6,6,4500000.0,10227.272727272728,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Ernesto Zuanella, 228 ",Parque Continental,São Paulo,230,3,4,4,990000.0,4304.347826086957,rua ernesto zuanella,rua ernesto zuanella,5327060.0,-23.5456292,-46.7578269,POINT (-46.7578269 -23.5456292),355030841000091.0,355030841000091.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030841.0,JAGUARï¿½,35503084100.0,JAGUARï¿½,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,99.0,277.0,2.8,2.59,3327.26,9449191.42,3619.77,9218548.62,1985.89,6241534.25,2816.15,6514401.13
,Jardim Petrópolis,São Paulo,148,3,4,2,1200000.0,8108.108108108108,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Horácio Bandieri,Jardim Leonor,São Paulo,445,5,4,5,3500000.0,7865.168539325843,rua horácio bandieri,rua horácio bandieri,5653030.0,-23.6045573,-46.7161472,POINT (-46.7161472 -23.6045573),355030854000015.0,355030854000015.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,159.0,542.0,3.41,2.6,5321.6,68650072.89,5756.02,71774906.83,2906.88,34546678.78,4271.15,44965254.75
"Rua Domingos Nogueira, 217 ",Jardim Dracena,São Paulo,70,2,2,2,355000.0,5071.428571428572,rua domingos nogueira,rua domingos nogueira,5528250.0,-23.5915804,-46.7611523,POINT (-46.7611523 -23.5915804),355030865000057.0,355030865000057.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030865.0,RAPOSO TAVARES,35503086500.0,RAPOSO TAVARES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,57.0,179.0,3.14,1.69,1001.42,260666.18,1097.71,178449.97,749.75,360442.48,1045.71,191758.61
Rua Araporé,Jardim Guedala,São Paulo,431,4,7,6,4000000.0,9280.742459396752,rua araporé,rua araporé,5608000.0,-23.5819825,-46.7049998,POINT (-46.7049998 -23.5819825),355030854000123.0,355030854000123.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,90.0,306.0,3.4,2.49,17582.33,384517384.38,19535.93,389133284.44,6386.15,187147794.5,11567.36,279633410.7
,Jardim Cordeiro,São Paulo,600,4,7,6,3700000.0,6166.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Princesa Leopoldina,Alto da Lapa,São Paulo,150,3,2,4,1600000.0,10666.666666666666,rua princesa leopoldina,rua princesa leopoldina,9911590.0,-23.692809,-46.6102396,POINT (-46.6102396 -23.692809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Pereira da Nóbrega,Vila Monumento,São Paulo,260,3,1,8,1600000.0,6153.846153846154,rua pereira da nóbrega,rua pereira da nóbrega,1549020.0,-23.576782,-46.6144103,POINT (-46.6144103 -23.576782),355030834000091.0,355030834000091.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030834.0,IPIRANGA,35503083400.0,IPIRANGA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,212.0,529.0,2.5,1.18,4809.74,21823658.11,5511.7,21136008.91,3192.48,16299948.19,4488.25,17102425.91
Rua Laplace,Brooklin Paulista,São Paulo,392,4,5,4,4280000.0,10918.367346938776,rua laplace,rua laplace,13484230.0,-22.5508468,-47.4212195,POINT (-47.4212195 -22.5508468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Santos Torres,Pinheiros,São Paulo,140,2,3,1,1915000.0,13678.57142857143,rua santos torres,rua santos torres,5415090.0,-23.9665654,-46.3120098,POINT (-46.3120098 -23.9665654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Oliveira Lima,Cambuci,São Paulo,140,3,3,3,700000.0,5000.0,rua oliveira lima,rua oliveira lima,13091567.0,-22.875377,-47.0266527,POINT (-47.0266527 -22.875377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
